FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.900,900,POINT (16.337247861251928 48.183790062397385),Arndtstraﬂe,Arndtstraﬂe,12A,82,
OEFFHALTESTOGD.901,901,POINT (16.464655868029855 48.260487308581),Obachgasse,Obachgasse,27A,592,
OEFFHALTESTOGD.902,902,POINT (16.3194877128376 48.16802961656989),Sonnergasse,Sonnergasse,62A,1276,
OEFFHALTESTOGD.903,903,POINT (16.472292488725195 48.17179073012679),Alberner Hafenzufahrtsstraﬂe,Alberner Hafenzufahrtsstraﬂe,"76A, 79A, 79B",17,
OEFFHALTESTOGD.904,904,POINT (16.38265825787523 48.14268214756849),Berlepschgasse,Berlepschgasse,17A,126,
OEFFHALTESTOGD.905,905,POINT (16.44773958189854 48.23702234511195),Neu-Kagran,Neu-Kagran,94A,927,
OEFFHALTESTOGD.906,906,POINT (16.396105347934068 48.22294959894779),Leopold-Moses-Gasse,Leopold-Moses-Gasse,82A,1897,
OEFFHALTESTOGD.907,907,POINT (16.48631185982939 48.22088114224381),Aurikelweg,Aurikelweg,97A,1650,
OEFFHALTESTOGD.908,908,POINT (16.48988703197114 48.15870046431208),Mannswˆrther Straﬂe,Mannswˆrther Straﬂe,76A,825,
OEFFHALTESTOGD.909,909,POINT (16.29196885599881 48.22150910787908),Otto-Hˆtzl-Weg,Otto-Hˆtzl-Weg,"46A, 46B",985,
OEFFHALTESTOGD.910,910,POINT (16.25591889392349 48.20224126218262),"H¸tteldorf, Bujattigasse","H¸tteldorf, Bujattigasse","49A, 50A, 50B",184,
OEFFHALTESTOGD.911,911,POINT (16.329370245502606 48.14410977912267),Breiteneckergasse,Breiteneckergasse,65A,163,
OEFFHALTESTOGD.912,912,POINT (16.419657710473903 48.27988346862543),Schwanngasse,Schwanngasse,36A,1192,
OEFFHALTESTOGD.913,913,POINT (16.46990947900877 48.218725790302294),Langobardenstraﬂe/Kapellenweg,Langobardenstraﬂe/Kapellenweg,95A,778,
OEFFHALTESTOGD.914,914,POINT (16.37404403062975 48.201972837066144),Schwarzenbergplatz,Schwarzenbergplatz,2A,1193,
OEFFHALTESTOGD.915,915,POINT (16.378808602190347 48.170269120682725),Antonsplatz,Antonsplatz,"65A, 7A",1755,
OEFFHALTESTOGD.916,916,POINT (16.318603291336338 48.210603050744545),Hasnerstraﬂe,Hasnerstraﬂe,10A,481,
OEFFHALTESTOGD.917,917,POINT (16.247288800720796 48.22195243286107),Eichbachgasse,Eichbachgasse,52A,266,
OEFFHALTESTOGD.918,918,POINT (16.357764516762963 48.135641259351544),Inzersdorf Groﬂmarkt,Inzersdorf Groﬂmarkt,70A,581,
OEFFHALTESTOGD.919,919,POINT (16.36513858327236 48.24987493641333),Heiligenstadt,Heiligenstadt,5B,491,
OEFFHALTESTOGD.920,920,POINT (16.39013326485895 48.296196794797595),Anton-Bˆck-Gasse,Anton-Bˆck-Gasse,32A,69,
OEFFHALTESTOGD.921,921,POINT (16.4395418148974 48.266484415066905),Sankt-Michael-Gasse,Sankt-Michael-Gasse,"29A, 31A",1151,
OEFFHALTESTOGD.922,922,POINT (16.353740439219685 48.232538706462186),Glatzgasse,Glatzgasse,35A,405,
OEFFHALTESTOGD.923,923,POINT (16.354522289074158 48.16771649570363),Stefan-Fadinger-Platz,Stefan-Fadinger-Platz,"15A, 65A",1312,
OEFFHALTESTOGD.924,924,POINT (16.462057360373944 48.148228040252064),Etrichstraﬂe,Etrichstraﬂe,71A,294,
OEFFHALTESTOGD.925,925,POINT (16.290779493437498 48.20876524946643),Matschgasse,Matschgasse,51A,846,
OEFFHALTESTOGD.926,926,POINT (16.37692884285063 48.244073495366194),Leystraﬂe,Leystraﬂe,"11A, 5A",781,
OEFFHALTESTOGD.927,927,POINT (16.348268595198686 48.25472386941554),Bretschneidergasse,Bretschneidergasse,38A,168,
OEFFHALTESTOGD.928,928,POINT (16.290471100931065 48.13403808516081),Liesing Feuerwache,Liesing Feuerwache,64A,790,
OEFFHALTESTOGD.929,929,POINT (16.332792185719363 48.14613053646525),Triester Straﬂe/Rossakgasse,Triester Straﬂe/Rossakgasse,65A,1389,
OEFFHALTESTOGD.930,930,POINT (16.3286757066062 48.23930344872969),Dˆblinger Friedhof,Dˆblinger Friedhof,40A,253,
OEFFHALTESTOGD.931,931,POINT (16.33332998310056 48.15150839303831),Willendorfer Gasse,Willendorfer Gasse,"65A, 66A",1491,
OEFFHALTESTOGD.932,932,POINT (16.33687138587145 48.27625489247076),Kahlenberg,Kahlenberg,38A,634,
OEFFHALTESTOGD.933,933,POINT (16.337026982845327 48.206158056748286),Koppstraﬂe/Thaliastraﬂe,Koppstraﬂe/Thaliastraﬂe,48A,705,
OEFFHALTESTOGD.934,934,POINT (16.32123250815737 48.13791837297224),Zouvalgasse,Zouvalgasse,64A,1730,
OEFFHALTESTOGD.935,935,POINT (16.446082836489992 48.253350924785714),Kagraner Friedhof,Kagraner Friedhof,31A,632,
OEFFHALTESTOGD.936,936,POINT (16.49230985506452 48.2172776587515),Lohwaggasse,Lohwaggasse,"26A, 97A",811,
OEFFHALTESTOGD.937,937,POINT (16.39904358662649 48.222173185458566),Harkortstraﬂe,Harkortstraﬂe,82A,1898,
OEFFHALTESTOGD.938,938,POINT (16.30947317469629 48.20803401181182),Gutraterplatz,Gutraterplatz,48A,445,
OEFFHALTESTOGD.939,939,POINT (16.535486051738502 48.21557096393833),Adam-Betz-Gasse,Adam-Betz-Gasse,98A,4,
OEFFHALTESTOGD.940,940,POINT (16.318960946773704 48.15734142315161),Linienamt,Linienamt,64A,801,
OEFFHALTESTOGD.941,941,POINT (16.357380302802426 48.19065164509119),Margaretenplatz,Margaretenplatz,"12A, 59A",830,
OEFFHALTESTOGD.942,942,POINT (16.34399905564205 48.23948942880381),Chimanistraﬂe,Chimanistraﬂe,10A,208,
OEFFHALTESTOGD.320,320,POINT (16.49217543163175 48.27938261387219),Bettelheimstraﬂe,Bettelheimstraﬂe,"124, 125",133,
OEFFHALTESTOGD.321,321,POINT (16.39465249315353 48.15631040300779),Siedlung S¸dost,Siedlung S¸dost,271,1245,
OEFFHALTESTOGD.322,322,POINT (16.391818561940074 48.268898998739765),Hopfengasse,Hopfengasse,232,548,
OEFFHALTESTOGD.323,323,POINT (16.2243300392302 48.20890843836134),Badgasse,Badgasse,"350, 351, 447, 547",106,
OEFFHALTESTOGD.324,324,POINT (16.49614010786253 48.277618141945986),S¸ﬂenbrunner Platz,S¸ﬂenbrunner Platz,495,1359,
OEFFHALTESTOGD.325,325,POINT (16.48590802452821 48.21747709082607),Siegesplatz,Siegesplatz,391,1247,
OEFFHALTESTOGD.326,326,POINT (16.290529483696684 48.234445247555996),Neuwaldegg,Neuwaldegg,243,935,
OEFFHALTESTOGD.327,327,POINT (16.50455179046707 48.21550985072125),Flugfeldstraﬂe,Flugfeldstraﬂe,391,337,
OEFFHALTESTOGD.328,328,POINT (16.391893870249337 48.14792562728055),Wendstattgasse,Wendstattgasse,"266, 271",1465,
OEFFHALTESTOGD.329,329,POINT (16.39909784061665 48.136773619417504),Untere Kaistraﬂe,Untere Kaistraﬂe,266,1792,
OEFFHALTESTOGD.330,330,POINT (16.497896552538094 48.251190916123576),Breitenlee Ort,Breitenlee Ort,593,165,
OEFFHALTESTOGD.331,331,POINT (16.323872012503152 48.250567883756275),Karth‰userstraﬂe,Karth‰userstraﬂe,243,660,
OEFFHALTESTOGD.332,332,POINT (16.235901876631893 48.211104183735664),Oskar-Simony-Straﬂe,Oskar-Simony-Straﬂe,249,978,
OEFFHALTESTOGD.333,333,POINT (16.414550034892038 48.134522782505535),Liesingbachbr¸cke,Liesingbachbr¸cke,271,794,
OEFFHALTESTOGD.334,334,POINT (16.36130867484227 48.145811905128504),Siedlung Blumental,Siedlung Blumental,566,1239,
OEFFHALTESTOGD.335,335,POINT (16.288325764058914 48.13072773777718),Pellmanngasse,Pellmanngasse,207,998,
OEFFHALTESTOGD.336,336,POINT (16.233114965097496 48.206371274614234),Wienfluﬂaufsicht,Wienfluﬂaufsicht,"250, 350, 351, 447, 449, 547",1855,
OEFFHALTESTOGD.337,337,POINT (16.37024491751398 48.168638902127185),Laxenburger Straﬂe/Troststraﬂe,Laxenburger Straﬂe/Troststraﬂe,566,760,
OEFFHALTESTOGD.338,338,POINT (16.275023158570104 48.1379780524393),Aqu‰duktsteg,Aqu‰duktsteg,"253, 259, 354",836,
OEFFHALTESTOGD.339,339,POINT (16.437257963628884 48.29623649259503),Stammersdorf Zentralfriedhof,Stammersdorf Zentralfriedhof,125,1309,
OEFFHALTESTOGD.340,340,POINT (16.420534647938688 48.297207388781665),Stammersdorf,Stammersdorf,"228, 420, 426, 431",1308,
OEFFHALTESTOGD.341,341,POINT (16.24113535656451 48.2056502992292),Alois-Behr-Straﬂe,Alois-Behr-Straﬂe,249,25,
OEFFHALTESTOGD.342,342,POINT (16.372257193851063 48.18501906656643),Hauptbahnhof,Hauptbahnhof,"261, 264, 267, 360, 368, 467, 469, 566, L",1349,
OEFFHALTESTOGD.343,343,POINT (16.25765492888474 48.13742060875288),Willergasse/Liesingbr¸cke,Willergasse/Liesingbr¸cke,253,1656,
OEFFHALTESTOGD.344,344,POINT (16.267282136416657 48.139049181328225),Breitenfurter Str/Liesingbr,Breitenfurter Str/Liesingbr,"253, 259, 354",1695,
OEFFHALTESTOGD.345,345,POINT (16.203293729510616 48.20507105237174),Mooswiesengasse,Mooswiesengasse,"350, 351, 447, 547",892,
OEFFHALTESTOGD.346,346,POINT (16.226632857236723 48.208479507501046),Mariabrunn,Mariabrunn,"250, 449",832,
OEFFHALTESTOGD.347,347,POINT (16.3185894227398 48.12571308214866),Vˆsendorf-Siebenhirten,Vˆsendorf-Siebenhirten,"207, 265, 266",5133,
OEFFHALTESTOGD.348,348,POINT (16.21477881726928 48.20950992129511),Herzmanskystraﬂe,Herzmanskystraﬂe,"350, 351, 447, 547",2004,
OEFFHALTESTOGD.349,349,POINT (16.242829909290194 48.20450374273547),Freesienweg,Freesienweg,249,351,
OEFFHALTESTOGD.350,350,POINT (16.404476833395165 48.30582396649318),Stammersdorfer Kellergasse,Stammersdorfer Kellergasse,228,462,
OEFFHALTESTOGD.351,351,POINT (16.487428352921082 48.23345169883023),Hausfeldstraﬂe,Hausfeldstraﬂe,593,487,
OEFFHALTESTOGD.352,352,POINT (16.36632603825927 48.19049153593328),Johann-Strauﬂ-Gasse,Johann-Strauﬂ-Gasse,360,604,
OEFFHALTESTOGD.353,353,POINT (16.448444720281334 48.25751431837585),Rennbahnweg,Rennbahnweg,"494, 495",1860,
OEFFHALTESTOGD.354,354,POINT (16.313771750883152 48.13672706794379),Perfektastraﬂe,Perfektastraﬂe,266,1007,
OEFFHALTESTOGD.355,355,POINT (16.400661665183147 48.25620421961648),Floridsdorf,Floridsdorf,"228, 232, 420, 426, 533",334,
OEFFHALTESTOGD.356,356,POINT (16.400498725806486 48.262580504123015),Floridsdorfer Markt,Floridsdorfer Markt,"228, 420, 426, 431",1186,
OEFFHALTESTOGD.357,357,POINT (16.40364521126263 48.2680631591923),Br¸nner Straﬂe,Br¸nner Straﬂe,"228, 420, 426, 431",176,
OEFFHALTESTOGD.358,358,POINT (16.420828012349364 48.297697297055485),Stammersdorf,Stammersdorf,"125, 420, 426, 431",1308,
OEFFHALTESTOGD.359,359,POINT (16.40943561916935 48.28485310314806),Jedlersdorfer Straﬂe/Hanreitergasse,Jedlersdorfer Straﬂe/Hanreitergasse,228,1621,
OEFFHALTESTOGD.360,360,POINT (16.42089162919868 48.29865382775531),Stammersdorf,Stammersdorf,"125, 228",1308,
OEFFHALTESTOGD.361,361,POINT (16.416527575023494 48.30124540314471),Freiheitsplatz,Freiheitsplatz,"125, 228",352,
OEFFHALTESTOGD.362,362,POINT (16.38903876495208 48.29597067161319),Strebersdorfer Platz,Strebersdorfer Platz,"125, 220",1335,
OEFFHALTESTOGD.363,363,POINT (16.42026347108629 48.29787078462172),Stammersdorf,Stammersdorf,"125, 220",1308,
OEFFHALTESTOGD.364,364,POINT (16.495668072675837 48.27723884890409),S¸ﬂenbrunner Platz,S¸ﬂenbrunner Platz,"124, 125",1359,
OEFFHALTESTOGD.365,365,POINT (16.448422260940514 48.28808461551757),Illgasse,Illgasse,124,574,
OEFFHALTESTOGD.366,366,POINT (16.345238291569647 48.28503820601726),Donauwarte,Donauwarte,"238, 239, 241, 341, 439",237,
OEFFHALTESTOGD.367,367,POINT (16.36741777664869 48.259784649590486),Nuﬂdorf,Nuﬂdorf,"238, 239, 241, 341, 439",948,
OEFFHALTESTOGD.368,368,POINT (16.33826491198905 48.19675741556876),Westbahnhof,Westbahnhof,1187,1468,
OEFFHALTESTOGD.369,369,POINT (16.267095817396996 48.13890015345582),Breitenfurter Str/Liesingbr,Breitenfurter Str/Liesingbr,"253, 259",1695,
OEFFHALTESTOGD.370,370,POINT (16.266719757986465 48.13572998787231),Kaiser-Franz-Josef-Straﬂe,Kaiser-Franz-Josef-Straﬂe,"253, 259",637,
OEFFHALTESTOGD.371,371,POINT (16.25773555244609 48.13788950995774),Breitenfurter Straﬂe/Willergasse,Breitenfurter Straﬂe/Willergasse,253,198,
OEFFHALTESTOGD.372,372,POINT (16.235832943383286 48.20474396467007),Wolf in der Au,Wolf in der Au,"250, 350, 351, 447, 449, 547",1482,
OEFFHALTESTOGD.373,373,POINT (16.237052112807195 48.20476282927862),Wolf in der Au,Wolf in der Au,"250, 350, 351, 447, 449, 547",1482,
OEFFHALTESTOGD.374,374,POINT (16.223552127955237 48.20917055308455),Badgasse,Badgasse,"350, 351, 447, 547",106,
OEFFHALTESTOGD.375,375,POINT (16.25121301309916 48.20395104915736),Wolfersberggasse,Wolfersberggasse,"249, 250",1501,
OEFFHALTESTOGD.376,376,POINT (16.245183258335157 48.203603926069356),Samptwandnergasse,Samptwandnergasse,249,1146,
OEFFHALTESTOGD.377,377,POINT (16.243544244943163 48.208116616402116),Mondweg,Mondweg,249,887,
OEFFHALTESTOGD.378,378,POINT (16.233292564001314 48.21127237377408),Josef-Ressel-Straﬂe,Josef-Ressel-Straﬂe,249,612,
OEFFHALTESTOGD.379,379,POINT (16.226723943756262 48.21330383989655),H¸ttergasse,H¸ttergasse,249,564,
OEFFHALTESTOGD.380,380,POINT (16.224621418005146 48.21031190138187),Hadersdorf Bahnhof,Hadersdorf Bahnhof,"250, 449",460,
OEFFHALTESTOGD.381,381,POINT (16.259858153713505 48.24429332478935),Exelbergsiedlung,Exelbergsiedlung,243,1563,
OEFFHALTESTOGD.382,382,POINT (16.263493203463568 48.24574320683),Rohrerh¸ttenweg,Rohrerh¸ttenweg,243,1565,
OEFFHALTESTOGD.383,383,POINT (16.391573533990265 48.269419499278754),Hopfengasse,Hopfengasse,232,548,
OEFFHALTESTOGD.384,384,POINT (16.39750880612801 48.25760460806761),Am Spitz,Am Spitz,431,50,
OEFFHALTESTOGD.385,385,POINT (16.384426894621242 48.20618762692752),Landstraﬂe-Wien Mitte,Landstraﬂe-Wien Mitte,L,743,
OEFFHALTESTOGD.386,386,POINT (16.368597740239636 48.20241296798788),K‰rntner Ring/Oper,K‰rntner Ring/Oper,"360, L",975,
OEFFHALTESTOGD.387,387,POINT (16.367459395204687 48.20038714907853),Karlsplatz,Karlsplatz,L,657,
OEFFHALTESTOGD.388,388,POINT (16.35404828623649 48.19273407041974),Pilgramgasse,Pilgramgasse,L,1018,
OEFFHALTESTOGD.389,389,POINT (16.354793553322075 48.19264803838698),Pilgramgasse,Pilgramgasse,L,1018,
OEFFHALTESTOGD.390,390,POINT (16.33547543299381 48.18466822220539),L‰ngenfeldgasse,L‰ngenfeldgasse,L,820,
OEFFHALTESTOGD.391,391,POINT (16.33493430498561 48.185359061587135),L‰ngenfeldgasse,L‰ngenfeldgasse,L,820,
OEFFHALTESTOGD.392,392,POINT (16.301559276164184 48.188102347909165),Hietzing,Hietzing,L,520,
OEFFHALTESTOGD.393,393,POINT (16.2613513194907 48.196265850430024),H¸tteldorf,H¸tteldorf,L,560,
OEFFHALTESTOGD.394,394,POINT (16.260412151976528 48.19627777196013),H¸tteldorf,H¸tteldorf,L,560,
OEFFHALTESTOGD.395,395,POINT (16.435224815257218 48.24194275232102),Donauzentrum,Donauzentrum,1183,238,
OEFFHALTESTOGD.1,1,POINT (16.37014183878181 48.202009473754465),K‰rntner Ring/Oper,K‰rntner Ring/Oper,WLB,975,
OEFFHALTESTOGD.2,2,POINT (16.324918848709817 48.13560094248122),Schˆnbrunner Allee,Schˆnbrunner Allee,WLB,759,
OEFFHALTESTOGD.3,3,POINT (16.336532814760517 48.175599364917545),Dˆrfelstraﬂe,Dˆrfelstraﬂe,WLB,865,
OEFFHALTESTOGD.4,4,POINT (16.346233787438337 48.178960707818426),Wolfganggasse,Wolfganggasse,WLB,1503,
OEFFHALTESTOGD.5,5,POINT (16.3193009582866 48.12573559939545),Vˆsendorf-Siebenhirten,Vˆsendorf-Siebenhirten,WLB,5133,
OEFFHALTESTOGD.6,6,POINT (16.36953371713705 48.200466103939014),Karlsplatz,Karlsplatz,WLB,657,
OEFFHALTESTOGD.7,7,POINT (16.331711975571377 48.16336780593069),Schˆpfwerk,Schˆpfwerk,WLB,1214,
OEFFHALTESTOGD.8,8,POINT (16.366992585659887 48.192424268577625),Mayerhofgasse,Mayerhofgasse,WLB,859,
OEFFHALTESTOGD.9,9,POINT (16.330864677722687 48.17317778294133),"Meidling, Schedifkaplatz","Meidling, Schedifkaplatz",WLB,1160,
OEFFHALTESTOGD.10,10,POINT (16.367709699739425 48.19858122882704),Resselgasse,Resselgasse,WLB,1094,
OEFFHALTESTOGD.11,11,POINT (16.328063729855074 48.14046064512034),Neu Erlaa,Neu Erlaa,WLB,918,
OEFFHALTESTOGD.12,12,POINT (16.35908491771671 48.180697456898756),Matzleinsdorfer Platz,Matzleinsdorfer Platz,WLB,849,
OEFFHALTESTOGD.13,13,POINT (16.349499563324915 48.18037336562934),Eichenstraﬂe,Eichenstraﬂe,WLB,267,
OEFFHALTESTOGD.14,14,POINT (16.367267580953406 48.196086565714936),Paulanergasse,Paulanergasse,WLB,996,
OEFFHALTESTOGD.15,15,POINT (16.362959938596774 48.18577264997678),Laurenzgasse,Laurenzgasse,WLB,755,
OEFFHALTESTOGD.16,16,POINT (16.334298798527016 48.14984387412625),Inzersdorf Lokalbahn,Inzersdorf Lokalbahn,WLB,585,
OEFFHALTESTOGD.17,17,POINT (16.366517436820153 48.19049736512825),Johann-Strauﬂ-Gasse,Johann-Strauﬂ-Gasse,WLB,604,
OEFFHALTESTOGD.18,18,POINT (16.36445991322506 48.182859830257755),Kliebergasse,Kliebergasse,WLB,689,
OEFFHALTESTOGD.19,19,POINT (16.335716737676037 48.15926172922659),Gutheil-Schoder-Gasse,Gutheil-Schoder-Gasse,WLB,444,
OEFFHALTESTOGD.20,20,POINT (16.330958516567517 48.17440571842026),Meidling,Meidling,WLB,1015,
OEFFHALTESTOGD.21,21,POINT (16.365740022135416 48.18944527891293),Johann-Strauﬂ-Gasse,Johann-Strauﬂ-Gasse,WLB,604,
OEFFHALTESTOGD.22,22,POINT (16.334846154600047 48.175224724167066),Dˆrfelstraﬂe,Dˆrfelstraﬂe,WLB,865,
OEFFHALTESTOGD.23,23,POINT (16.368548665081192 48.23520988779528),J‰gerstraﬂe,J‰gerstraﬂe,U6,1667,
OEFFHALTESTOGD.24,24,POINT (16.354232335894757 48.19202539963444),Pilgramgasse,Pilgramgasse,U4,1018,
OEFFHALTESTOGD.25,25,POINT (16.36311843779255 48.21513557711159),Schottentor,Schottentor,U2,1184,
OEFFHALTESTOGD.26,26,POINT (16.30502254981406 48.187540799744575),Hietzing,Hietzing,U4,520,
OEFFHALTESTOGD.27,27,POINT (16.31913589419394 48.18598776452296),Schˆnbrunn,Schˆnbrunn,U4,1211,
OEFFHALTESTOGD.28,28,POINT (16.27619752892083 48.19223368529641),Ober Sankt Veit,Ober Sankt Veit,U4,956,
OEFFHALTESTOGD.29,29,POINT (16.370332214291757 48.19391015363786),Taubstummengasse,Taubstummengasse,U1,1366,
OEFFHALTESTOGD.30,30,POINT (16.39482555107475 48.246399580436446),Neue Donau,Neue Donau,U6,1668,
OEFFHALTESTOGD.31,31,POINT (16.344268325148978 48.2212750899523),Michelbeuern-AKH,Michelbeuern-AKH,U6,874,
OEFFHALTESTOGD.32,32,POINT (16.424856807139708 48.23831140545967),Alte Donau,Alte Donau,U1,31,
OEFFHALTESTOGD.33,33,POINT (16.338006867851362 48.207795001581744),Thaliastraﬂe,Thaliastraﬂe,U6,1372,
OEFFHALTESTOGD.34,34,POINT (16.365403636029345 48.20933878116158),Herrengasse,Herrengasse,U3,506,
OEFFHALTESTOGD.35,35,POINT (16.41205676707077 48.18043336602829),Zippererstraﬂe,Zippererstraﬂe,U3,399,
OEFFHALTESTOGD.36,36,POINT (16.381282996913335 48.2191242700668),Taborstraﬂe,Taborstraﬂe,U2,1891,
OEFFHALTESTOGD.37,37,POINT (16.337502735960392 48.190862100252),Gumpendorfer Straﬂe,Gumpendorfer Straﬂe,U6,436,
OEFFHALTESTOGD.38,38,POINT (16.33511914731007 48.18493897405666),L‰ngenfeldgasse,L‰ngenfeldgasse,U4,820,
OEFFHALTESTOGD.39,39,POINT (16.404893012088092 48.21780238782373),Messe-Prater,Messe-Prater,U2,1892,
OEFFHALTESTOGD.40,40,POINT (16.373605100567886 48.18714097190818),Hauptbahnhof,Hauptbahnhof,U1,1349,
OEFFHALTESTOGD.41,41,POINT (16.417458041780638 48.18513710579047),Gasometer,Gasometer,U3,1749,
OEFFHALTESTOGD.42,42,POINT (16.385593297135046 48.21534810257732),Nestroyplatz,Nestroyplatz,U1,916,
OEFFHALTESTOGD.43,43,POINT (16.33148745803174 48.17419596455379),Meidling,Meidling,U6,1015,
OEFFHALTESTOGD.44,44,POINT (16.41141723372454 48.22925624301201),Donauinsel,Donauinsel,U1,234,
OEFFHALTESTOGD.45,45,POINT (16.352427019291333 48.23131736915281),Nuﬂdorfer Straﬂe,Nuﬂdorfer Straﬂe,U6,950,
OEFFHALTESTOGD.46,46,POINT (16.3114591407628 48.21135352076119),Ottakring,Ottakring,U3,981,
OEFFHALTESTOGD.47,47,POINT (16.3276601085997 48.16485393218303),Tscherttegasse,Tscherttegasse,U6,1394,
OEFFHALTESTOGD.48,48,POINT (16.440052583373834 48.2117306403849),Donaustadtbr¸cke,Donaustadtbr¸cke,U2,290,
OEFFHALTESTOGD.49,49,POINT (16.36586008825811 48.24853913949649),Heiligenstadt,Heiligenstadt,U4,491,
OEFFHALTESTOGD.50,50,POINT (16.309823993616135 48.13053966933836),Siebenhirten,Siebenhirten,U6,1235,
OEFFHALTESTOGD.51,51,POINT (16.33718422473169 48.20335914400051),Burggasse-Stadthalle,Burggasse-Stadthalle,U6,188,
OEFFHALTESTOGD.52,52,POINT (16.406739707958668 48.194408074772475),Schlachthausgasse,Schlachthausgasse,U3,1199,
OEFFHALTESTOGD.53,53,POINT (16.466553324667384 48.2194222679105),Donauspital,Donauspital,U2,1278,
OEFFHALTESTOGD.54,54,POINT (16.260841637206223 48.1969476008035),H¸tteldorf,H¸tteldorf,U4,560,
OEFFHALTESTOGD.55,55,POINT (16.32007146608517 48.19763633004836),Johnstraﬂe,Johnstraﬂe,U3,606,
OEFFHALTESTOGD.56,56,POINT (16.380122188192463 48.23724949437411),Dresdner Straﬂe,Dresdner Straﬂe,U6,500,
OEFFHALTESTOGD.57,57,POINT (16.443383749646397 48.25040283740559),Kagraner Platz,Kagraner Platz,U1,633,
OEFFHALTESTOGD.58,58,POINT (16.358021322722795 48.2355827743505),Spittelau,Spittelau,U6,1062,
OEFFHALTESTOGD.59,59,POINT (16.379569589573176 48.20280261400804),Stadtpark,Stadtpark,U4,1305,
OEFFHALTESTOGD.60,60,POINT (16.33922749419184 48.19680887905112),Westbahnhof,Westbahnhof,U6,1468,
OEFFHALTESTOGD.61,61,POINT (16.3494913789418 48.225580776938216),W‰hringer Straﬂe-Volksoper,W‰hringer Straﬂe-Volksoper,U6,1510,
OEFFHALTESTOGD.62,62,POINT (16.42024445894549 48.2106643494451),Stadion,Stadion,U2,1894,
OEFFHALTESTOGD.63,63,POINT (16.324315929597716 48.16083806852551),Am Schˆpfwerk,Am Schˆpfwerk,U6,48,
OEFFHALTESTOGD.64,64,POINT (16.341806576059103 48.21676899007211),Alser Straﬂe,Alser Straﬂe,U6,27,
OEFFHALTESTOGD.65,65,POINT (16.420899943462835 48.16949753128105),Simmering,Simmering,U3,1260,
OEFFHALTESTOGD.66,66,POINT (16.41374670397697 48.214678333272666),Krieau,Krieau,U2,1893,
OEFFHALTESTOGD.67,67,POINT (16.331171459668777 48.18077041747092),Niederhofstraﬂe,Niederhofstraﬂe,U6,937,
OEFFHALTESTOGD.68,68,POINT (16.372063045217825 48.2163935721586),Schottenring,Schottenring,U4,1182,
OEFFHALTESTOGD.69,69,POINT (16.40042844284326 48.256191227690394),Floridsdorf,Floridsdorf,U6,334,
OEFFHALTESTOGD.70,70,POINT (16.339152750429452 48.21154424172486),Josefst‰dter Straﬂe,Josefst‰dter Straﬂe,U6,615,
OEFFHALTESTOGD.71,71,POINT (16.343068958886743 48.18847293008922),Margareteng¸rtel,Margareteng¸rtel,U4,827,
OEFFHALTESTOGD.72,72,POINT (16.36978440901115 48.20032576837718),Karlsplatz,Karlsplatz,U4,657,
OEFFHALTESTOGD.73,73,POINT (16.39224488004222 48.2020792847799),Rochusgasse,Rochusgasse,U3,1104,
OEFFHALTESTOGD.74,74,POINT (16.371722913106264 48.20823212489518),Stephansplatz,Stephansplatz,U1,1320,
OEFFHALTESTOGD.75,75,POINT (16.44966089457825 48.25765032108116),Rennbahnweg,Rennbahnweg,U1,1860,
